Channel,t_stat_real (RN vs RW),p_val_real (RN vs RW),t_stat_synth (SN vs SW),p_val_synth (SN vs SW),SN_scale_display,SW_scale_display
eeg.af3,-3.5992809224298123,0.00038462475617745114,-24.59633397968393,6.43912872292863e-62,0.11857119520135165,0.07597489347446726
eeg.f7,-6.188991294710513,3.1520897961021314e-09,-32.609685133199726,2.9291425176949356e-79,0.11857119520135165,0.07597489347446726
eeg.f3,2.2516659958803618,0.024968006627619173,-6.463958340422417,5.790308790073034e-10,0.11857119520135165,0.07597489347446726
eeg.fc5,0.29606834296440804,0.767348411243636,49.19517916677617,2.6531379946338632e-143,0.11857119520135165,0.07597489347446726
eeg.t7,-2.7907025675201207,0.005576975515746547,5.920610782751492,1.0789010700377052e-08,0.11857119520135165,0.07597489347446726
eeg.p7,-2.8866164799637577,0.004169400451261125,-16.145321365493377,1.086761417567615e-38,0.11857119520135165,0.07597489347446726
eeg.o1,-3.7454351005608713,0.00021864082195348396,-28.564210891047843,5.2088032844463327e-70,0.11857119520135165,0.07597489347446726
eeg.o2,-1.3252308636004912,0.18593567707664127,-45.36687950776996,2.1595036663903036e-101,0.11857119520135165,0.07597489347446726
eeg.p8,-2.2745208577351614,0.023549428477988972,-29.790717644671776,2.191975665180981e-74,0.11857119520135165,0.07597489347446726
eeg.t8,-1.4021701285423884,0.16173098709169745,-11.635097848551872,3.532741243854315e-24,0.11857119520135165,0.07597489347446726
eeg.fc6,-0.2800145162747486,0.7796302534234834,-29.79669909474558,1.0175026432341229e-73,0.11857119520135165,0.07597489347446726
eeg.f4,4.588607521418553,7.013147313207177e-06,-1.7650568285427097,0.07890447343767168,0.11857119520135165,0.07597489347446726
eeg.f8,-5.624994277637056,6.376926544328076e-08,-17.905125761542287,3.1570794959486115e-46,0.11857119520135165,0.07597489347446726
eeg.af4,-2.911655648128278,0.0038951982591512125,-26.96639191655151,3.623469852835732e-67,0.11857119520135165,0.07597489347446726
